id,documento
387,Studies have provided evidence that Interprofessional Education (IPE) can improve learners' attitudes. knowledge. skills. behaviors. and competency. Traditionally. IPE is commonly seen in the healthcare professional training in tertiary education. Aging is a global issue that requires more than just a single healthcare sector. It requires interdisciplinary collaboration and understanding to tackle the issues. Therefore. IPE is essential for nurturing university students to tackle the ever-changing global challenges. In addition. different hurdles can hinder IPE development. To have a better understanding of the feasibility. acceptance. and educational value of IPE in Hong Kong. we conducted a cross-sectional quantitative study. We invited teachers and students from a Hong Kong university to fill in an online survey that evaluated their understanding and participation in IPE. their attitude toward IPE. and the barriers to developing IPE from March to June 2020. Among the 37 academic staff and 572 students who completed the survey. 20 (54.1{\%}) teachers and 422 (73.8{\%}) students had never heard of IPE before. and 26 (70.3{\%}) teachers and 510 (89.2{\%}) students had never participated in any IPE activities. Major barriers reported by teachers included an increase in teaching load (72.9{\%}). lack of administrative support (72.9{\%}). lack of financial support and limited budget (67.5{\%}). difficulty to make logistic arrangements (64.8{\%}). and problems with academic schedules and calendars (62.1{\%}). The survey findings revealed that despite the positive attitude of university teachers and students toward IPE. barriers that could hinder the development of IPE included heavy teaching and administrative load and logistic arrangement for classroom arrangement and academic scheduling involving multiple faculties. PU  - FRONTIERS MEDIA SA PI  - LAUSANNE PA  - AVENUE DU TRIBUNAL FEDERAL 34. LAUSANNE. CH-1015. SWITZERLAND
388,Investigating learner behavior is an increasingly important research topic in online learning. Learning styles and cognitive traits have been the subjects of research in this area. Although learning institutions use Learning Management Systems such as Moodle. Claroline. and Blackboard to facilitate teaching. the platforms do not have features for analyzing data and identifying behavior such as learning styles and cognitive traits. Instead. they only produce certain statistical reports from the daily access records. Even though complex models have been proposed in the literature. most studies are based on a single behavior such as learning styles or cognitive traits but not both. Only a few have investigated a combination of cognition-based theories such as working memory capacity and psychology-based ones such as learning styles. Thus. this study sought to answer the research question of whether it was possible to establish a methodology for the estimation of learning styles and cognitive traits from a learning management system. The study combined the Felder-Silverman Learning Style Model and Cognitive Trait Model as theoretical frameworks to identify behavior in a Learning Management System. This study designed a model for extracting records from Learning Management Systems access records to estimate learning style and cognitive traits. From this. a prototype was developed to estimate the learning style and cognitive traits for each student. The model was evaluated by administering manual tools to students in a classroom environment then comparing the results gathered against those estimated by the model. The results analyzed using Kappa statistics demonstrated the interrater reliability results were moderately in agreement. Taken together. these results suggest that it is possible to estimate the learning styles and cognitive traits of a learner in a Learning Management System. The information generated by the model can be used by tutors to provide a conducive online learning environment where learners with similar behavior ask each other for help. This can reduce the teaching load for online tutors because learners themselves act as a teaching resource. Information on learning styles and cognitive styles can also facilitate online group formation by isolating the individual factors that contribute to team success. PU  - ELSEVIER SCI LTD PI  - OXFORD PA  - THE BOULEVARD. LANGFORD LANE. KIDLINGTON. OXFORD OX5 1GB. OXON. ENGLAND
389,"The importance of academics undertaking research and publishing their research results is emphasised by universities. Engagement in research is recognised as an effective means to increase a university's profile. This study applied a qualitative approach to explore affordances. barriers. and motivations towards the engagement in research experienced by academics at one of the leading universities in Vietnam. Nineteen semi-structured interviews were conducted with academics whose academic rank. discipline. qualification. age. and gender are different. A thematic analysis of the data discovered four institutional factors hindering the engagement in research of academics: financial support for research activities (affordance), teaching load (barrier), research collaboration (motivation), and research policy settings and practices (motivation). The findings revealed that a majority of the respondents were aware of the importance of research but their research productivity is still low because of problems related to such institutional factors. The findings are useful in assisting leaders of the investigated university to understand the research motivation of its academics as well as ascertain barriers to which academics are facing that can be overcome through intervention. Such understanding helps them to improve the policy for research across this university which is predicted to enhance the research productivity of all academics. PU  - ROUTLEDGE JOURNALS. TAYLOR {\&} FRANCIS LTD PI  - ABINGDON PA  - 2-4 PARK SQUARE. MILTON PARK. ABINGDON OX14 4RN. OXON. ENGLAND"
390,"The first years on the job are very challenging for teachers (e.g.. Fives. Hamman. {\&} Olivarez. 2007, Goddard. O'Brien. {\&} Goddard. 2006). Two of the main challenges are to learn to regulate the highly complex classroom situations (Jones. 2006) and to regulate their own emotional resources (Chang. 2009). Accordingly. in the present study. we investigated changes in teacher candidates' classroom management knowledge as well as emotional exhaustion at the beginning of their teaching careers. We applied latent change models to a sample of 746 teacher candidates who were assessed twice during the German induction phase (the Referendariat). We found evidence for a significant increase in teacher candidates' classroom management knowledge during the induction phase. Emotional exhaustion increased during the first year and decreased during the second year of the induction phase. We also investigated between-person differences in the changes. Classroom management knowledge was predicted by the teacher candidates' cognitive personal characteristics (e.g.. cognitive abilities and willingness to reflect). whereas emotional exhaustion was predicted by noncognitive personal characteristics (e.g.. emotional stability) as well as variables related to the induction phase (e.g.. perceived mentoring quality and teaching load). Classroom management knowledge and emotional exhaustion were only modestly associated. PU  - ACADEMIC PRESS INC ELSEVIER SCIENCE PI  - SAN DIEGO PA  - 525 B ST. STE 1900. SAN DIEGO. CA 92101-4495 USA"
391,In 1993 a new subject. Technology. was introduced in all Dutch junior secondary schools. The results of an implementation study (part of the OECD/SMTE case studies project) are described in the first part of the paper. Technology classes in three case-study schools are characterized and pupils' attitudes towards technology described. Pre-vocational schools emphasized practical activities more than other types of secondary schools. Introducing technology imposed a heavy teaching load and there were. as vet. no satisfactory textbooks. Little co-operation with other subjects had been achieved. The second part of the paper elaborates on the problems in the co-operation between science and technology teachers. Some recommendations for improved co-operation are offered. PU  - TAYLOR {\&} FRANCIS LTD PI  - LONDON PA  - ONE GUNPOWDER SQUARE. LONDON EC4A 3DE. ENGLAND
392,Purpose To investigate faculty integration of service-learning into radiologic science curricula and its effects on faculty and students.Methods An online survey was distributed to radiologic science faculty to assess the status of service-learning in radiologic science education. Invitations were sent to 2351 faculty in diagnostic medical sonography. nuclear medicine technology. radiation therapy. and radiography programs. Quantitative analysis using descriptive statistics was performed on the raw data. and mind maps were created from responses to open-ended questions for qualitative analysis.Results A total of 444 surveys were returned. for a 19{\%} response rate. Faculty who incorporated service-learning into their courses reported outcomes of increased professionalism. leadership. career skills. empathy. and community awareness. Primary deterrents for integrating service-learning into curricula were lack of faculty and student time and logistical challenges.Discussion The most profound professional benefits of service-learning reported were increased community awareness and relationships among faculty. community. and students. Faculty also indicated that service-learning improved professional effectiveness in terms of knowledge and application. Survey results indicated that service-learning provides students with experiences relevant to the environment they will encounter after graduation. Faculty who use service-learning reported additional benefits for themselves and their students. including having a richer understanding of the community and its members. which ultimately improves critical soft-skills of practice.Conclusion Faculty who use service-learning in their courses and those who plan to use it in the future reported that logistical management and institutional support in the form of release time (ie. counting course development time toward teaching load requirements) are of paramount importance. This type of support would help engage faculty in developing and maintaining service-learning coursework. PU  - AMER SOC RADIOLOGIC TECHNOLOGISTS PI  - ALBUQUERQUE PA  - 15000 CENTRAL AVE. SE. ALBUQUERQUE. NM 87123 USA
393,The Teacher Assignment Problem is part of the University Timetabling Problem and involves assigning teachers to courses. taking their preferences into consideration. This is a complex problem. usually solved by means of heuristic algorithms. In this paper a Mixed Integer Linear Programing model is developed to balance teachers' teaching load (first optimization criterion). while maximizing teachers' preferences for courses according to their category (second optimization criterion). The model is used to solve the teachers-courses assignment in the Department of Management at the School of Industrial Engineering of Barcelona. in the Universitat Politecnica de Catalunya. Results are discussed regarding the importance given to the optimization criteria. Moreover. to test the model's performance a computational experiment is carried out using randomly generated instances based on real patterns. Results show that the model is proven to be suitable for many situations (number of teachers-courses and weight of the criteria). being useful for departments with similar requests. (C) 2015 Elsevier B.V. and Association of European Operational Research Societies (EURO) within the International Federation of Operational Research Societies (IFORS). All rights reserved. PU  - ELSEVIER PI  - AMSTERDAM PA  - RADARWEG 29. 1043 NX AMSTERDAM. NETHERLANDS
394,For nurturing students' sound science view it is essential to teach with integrated science curriculum and instruction material. Korean Science Curriculum has been modified with integrated science subject. It still needs further integration because contents of integration are not enough to accomplish complete science contents integration. Inquiry centered integration would be helpful but there are some weak points because of limited number of appropriate science contents for inquiry centered integration. Science centered integration is needed for many reason. Some of them are as follows: Firstly. Science responds to children's need to learn about the world around them. Secondly student's everyday experience is the foundation for science. For elementary school teachers who should teach many specified subject science centered integration instruction material would lessen teachers' teaching load. The lesson plans which are developed in this study would be help to elementary teachers. PU  - The Korean Society of Biology Education
395,University course timetabling problem (UCTP) includes the challenging task of generating an automated timetable for courses under resource limitations. Manual generated timetables might hold some errors and consume a long time to create feasible solutions. Thus. there is a need to find optimal and fast solutions for this problem. The difficulty of the timetabling problem is further increased when tackling faculty-related constraints. according to their requirements. preferences. and availability. Thus. student-related constraints are usually the focus of UCTP generated solutions. in which faculty constraints are limited to their teaching load or preferences. This paper proposes a multi-objective mixed-integer programming model for a preregistration UCTP. combined with faculty-related constraints. The goal is to maximize events assignments and faculty-members preferences satisfaction while balancing the university requirements. At the same time. student learning days and unassigned events are minimized. The model is tested with eight real-world instances. Computational experiments are carried out to show the efficiency of the model. The proposed method can generate optimal timetables for all problem instances that satisfy faculty constraints. PU  - IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC PI  - PISCATAWAY PA  - 445 HOES LANE. PISCATAWAY. NJ 08855-4141 USA
396,As the pillars of knowledge. universities are required to pursue and expand our understanding of phenomena. This implies that universities should apart from teaching and community involvement be actively engaged in research-related activities. It often happens that factors such as a heavy teaching load and a lack of focus affects the amount of time spend on research-related activities. It is therefore necessary that research should be a purpose-driven process that should be considered at both strategic and departmental level. By using organisational culture literature. specific the three-level typology of Schein (1992). this article aims to identify values that should be incorporated into the culture of both faculties and the wider university to aid the development of a research culture. Values are tangible and are therefore a measurable part of organisational culture. If the proposed values are incorporated a sustained research culture could be created. PU  - UNIV KWAZULU-NATAL PRESS PI  - DURBAN PA  - PRIVATE BAG X54001. DURBAN. 4000. SOUTH AFRICA
397,OBJECTIVES: Our primary objective was to describe the pulse oximetry discharge thresholds used by general and pediatric emergency physicians for well-appearing children with bronchiolitis and pneumonia. and to assess the related practice variability.METHODS: This mail-in survey was conducted in August and September 2001 and included the 281 active members of the Pediatric Emergency Medicine Section of the American College of Emergency Physicians. The survey consisted of 2 case scenarios of previously healthy. well-appearing children: a 2-year-old with pneumonia and a 10-month-old with bronchiolitis. Respondents were asked about their years of experience. teaching load. percentage of children in their practice. whether they currently have a written departmental guideline at their institution. and the lowest pulse oximetry reading that they would accept and still discharge the patient directly home.RESULTS: One hundred and eighty-two (65{\%}) physicians answered the survey and met the inclusion criteria. The respondents' median oximetry value and interquartile range (IQR) for the pneumonia and bronchiolitis cases were 93{\%} (92{\%}-94{\%}) and 94{\%} (92{\%}-94{\%}) respectively. With the exception of the 3 physicians practising {\textgreater}1000 metres above sea level. the responses by subgroups were similar.CONCLUSIONS: There does not yet exist a safe. clinically validated pulse oximetry discharge threshold. Emergency physicians from this study sample have a modest degree of practice variability in a self-reported pulse oximetry discharge threshold. Emergency physicians may use this data to compare their own practice with that reported by this group.
398,Badminton is a very popular subject in Physical Education (PE). Many students enroll badminton courses in every semester which pose a tremendous teaching load to the instructors. The one-on-one guiding/feedback time provided by the instructor to each student is also greatly reduced. To overcome this challenge. some studies have tried to adopt pose recognition technique in teaching badminton. However. the lack of mobility and recognition accuracy problems hinder its applicability. To address this issue. a new pose recognition technique. OpenPose. was employed to develop a real-time pose recognition badminton teaching APP in this study. The APP was then installed on a mobile device to enhance badminton smash skill learning performance. The scores distribution of the experimental group shows majority of students achieved satisfactory performance. this implies the badminton teaching APP is helpful to all students no matter what their initial skill levels are. PU  - ROUTLEDGE JOURNALS. TAYLOR {\&} FRANCIS LTD PI  - ABINGDON PA  - 2-4 PARK SQUARE. MILTON PARK. ABINGDON OX14 4RN. OXON. ENGLAND
399,The study aims to promote the knowledge creation activities for the under developing countries like Ethiopia. which is the need of the hour. Faculty members' participation in research not only helps in improving the quality of faculty members but also improves the quality of the institute. In this paper. we use survey data from Wollega University to understand the factors hindering the research participation decision of faculty members at the university level. This survey tries to analyse the determinants of participation of academic staff in Wollega University. The logit model was used for analysing the data. We conclude that availability of publication incentives. work experience. speed of internet. accessibility to research funds and colleague collaboration on research participation all enhance the probability of academic staff's research participation while teaching load is negatively related to the probability of academic staff's research participation in the study area. PU  - INDERSCIENCE ENTERPRISES LTD PI  - GENEVA PA  - WORLD TRADE CENTER BLDG. 29 ROUTE DE PRE-BOIS. CASE POSTALE 856. CH-1215 GENEVA. SWITZERLAND
400,Objective: To pilot-test feasibility. acceptance and learning-outcomes of a brief interdisciplinary communication skills training program in undergraduate medical education.Methods: A two-hour interdisciplinary communication skills program with simulated patients was developed and pilot-tested with clinical students at Hamburg University. Five psychosocial specialties facilitated the training. Composite effects were measured qualitatively and quantitatively.Results: Eighty students volunteered to participate in the pilot-program (intervention-group). Their evaluations of the program were very positive (1.1 on a six-point scale). Benefits were seen in feedback. increase of self-confidence. cross-disciplinary clinical and communication experience. Students who did not volunteer (n = 206) served as the control-group. The intervention-group performed significantly better (p = 0.023) in a primary care communication examination and female students performed better than males. Clinical teachers evaluated the pilot-training very positively with regard to learning-outcomes and feasibility. The positive results from the pilot-training led to implementation into the regular curriculum.Conclusions: A two-hour interdisciplinary communication skills training program is beneficial for medical students with regard to communication competencies. self-confidence and learning-outcomes.Practice implication: The training is feasible within given time-frames and limited staff resources. The high teaching load for small-group-training are split between five specialties. The concept might be an interesting option for other faculties. (C) 2013 Elsevier Ireland Ltd. All rights reserved. PU  - ELSEVIER IRELAND LTD PI  - CLARE PA  - ELSEVIER HOUSE. BROOKVALE PLAZA. EAST PARK SHANNON. CO. CLARE. 00000. IRELAND
401,This paper presents a teaching case of a Blended Learning (DL) approach that was applied to a course on Method Engineering (ME) intended for graduate Business Informatics (BIS) students. The main reason for transforming a Master course on ME from traditional to blended is to take advantage of combining frontal instruction with e-learning based instruction and at the same time reducing lecturers' workload in times of increasing student numbers in BIS and Computer Science (CS) areas. The BL approach consists of three parts. as it consists of the introduction of computer-supported peer assessment. interactive e-lectures. and digital examination. The approach has been reflected upon by course lecturers themselves and it was evaluated through two separate student surveys. from which a variety of positive outcomes can be deduced. Increased generation of feedback. an increase in student motivation. and improved understanding of the course content are three of these outcomes that stand out. On top of student related advantages. especially the BE parts concerning peer assessment and digital examination reduce teaching load. These findings are informative for both education researchers and instructors who are interested in embedding BE in BIS or CS education. PU  - IEEE PI  - NEW YORK PA  - 345 E 47TH ST. NEW YORK. NY 10017 USA
402,The inequities faced by women in academic Medicine before the COVID-19 pandemic are well established. However. there is little formal data regarding exactly how the pandemic has affected faculty. This cross-sectional study investigated the impact of the pandemic on responsibilities at home. work. and mental health according to gender identification. faculty rank. and faculty appointment. In February 2021. an online questionnaire was broadly distributed to academic medicine faculty. Respondents were asked to provide demographic data. answer questions about their responsibilities at home and work. mental health. and how the pandemic has influenced these. Respondents were also asked to document what their institution(s) can do to help faculty through the pandemic. Responses were analyzed via Pearson's chi-square tests and thematic analysis. Women faculty were more likely to be responsible for the care of others (70{\%}. p = 0.014). and the impact was negative. especially for early career faculty (p = 0.019). Productivity in research. teaching. and clinical practice were negatively impacted. with women feeling this in clinical practice (p = 0.005). increased teaching load (p = 0.042). and inadequate work environment (p = 0.013). In the areas of self-care and mental health. women (p {\textless} 0.001). early career-faculty (p {\textless} 0.001). and clinical faculty (p = 0.029) were more negatively impacted. Early-career women were more likely to fear retribution. Five themes emerged. including Flexible Expectations. Support. Mental Health. Compensation. and Communication. Pre-pandemic stress and burnout were rampant. and this study demonstrates that academic medicine faculty are still suffering. It is the authors' hope that administrations can utilize these data to make informed decisions regarding policies enacted to assist populations who are most vulnerable to the effects of the pandemic. PU  - TAYLOR {\&} FRANCIS LTD PI  - ABINGDON PA  - 2-4 PARK SQUARE. MILTON PARK. ABINGDON OR14 4RN. OXON. ENGLAND
403,Smartphones combine the flexibility of MP3 recorders and the connectivity of a PC in a discrete handheld device. thereby suggesting their application as a user friendly tool for giving recorded audio feedback efficiently. This paper describes a smartphone feedback methodology and presents findings from research on its use with 130 Level 5 (2nd year of degree study) Engineering and Computing students. The study found that the smartphone was more suitable than other technologies to the various demands of feedback production and distribution. and that this helped the tutor to manage the exceptionally stressful time associated with marking and giving feedback on top of an ongoing teaching load. Its pedagogic integration also resulted in a good dialogical experience as evidenced through student testimony. PU  - MANCHESTER UNIV PRESS PI  - MANCHESTER PA  - OXFORD RD. MANCHESTER M13 9PL. ENGLAND
404,Research on academic expatriation has rarely investigated the drivers of academic performance in a foreign cultural environment. This study focuses on research productivity as a crucial facet of performance and integral part of academic jobs. Drawing from the job demands-resources model. we position perceived organizational support and the number of doctoral students supervised as resources and teaching and service load as demands of self-initiated expatriate (SIE) academics' jobs. Most importantly. we suggest that being cross-culturally adjusted is a vital personal resource living and working in a foreign country and that cross-cultural adjustment moderates the effects of demands and resources. The analysis of combined survey and publication data from 208 SIE academics in natural sciences indicates that the number of doctoral students supervised increases research productivity. while teaching load reduces it. Moreover. findings show that cross-cultural adjustment amplifies the effects of demands and resources. The implications of these findings are discussed. PU  - WILEY PERIODICALS. INC PI  - SAN FRANCISCO PA  - ONE MONTGOMERY ST. SUITE 1200. SAN FRANCISCO. CA 94104 USA
405,"This article presents a state of the art on the history of Universities with a comparative study of the Universities of the Crown of Aragon and particularly of the Universities of the Crown of Aragon. The institutional problem is examined with the tensions between the Church. the Monarchy and the Municipalities by the university control. the student population. the cultural supply. in the diverse Faculties. the economic structure. the teaching load and the alleged ""revolution educational"" of the second half of the 16th century. It also analyses the period of the final decay of the Catalan Universities and the significance of Cervera with the debate between Jesuits and Dominicans around the University. create by Philip V. and the role of alternative cultural centres such as the one Academia de Sant Tomas or the Academia de Bones Lletres of Barcelona. PU  - UNIV VALENCIA. FAC FILOLOGIA PI  - VALENCIA PA  - AVDA BLASCO IBANEZ. 28. VALENCIA. 46010. SPAIN"
406,Purpose - This paper seeks to determine attitudes that impact on knowledge transfer between academics (university teaching and research staff) employed in today's competitive. technology-based university setting.Design/methodology/approach - The study generated a rich set of data by conducting. first. an exploratory. qualitative study followed by a confirmatory. quantitative study Through this process. an initial list of 402 attitudes to knowledge transfer was derived which was narrowed to 75 for the quantitative survey which. through factor analysis. was further reduced to 24 variables. The 24 variables were grouped into four factors for which trust and motivation are more relevant to the knowledge provider and absorptive capacity and knowledge regeneration for the receiverFindings - High levels of agreement were found for the propositions that senior academics lacked compensation for mentoring activities. and hence. the motivation to transfer knowledge. and that a heavy teaching load prevented the absorption of transferred knowledge. By contrast. disagreement was found with the propositions that an elderly age impeded the transfer of knowledge or adapting to new ways of transferring knowledge.Practical implications - From the responses obtained it was possible to identify those rated highly and from which conclusions could be drawn that may assist the university concerned to improve knowledge transfer among its academic staff. Compensation to senior academics for their time and effort was seen as the most important pre-requisite for knowledge transfer A reduction in teaching loads and the range of expectations to which academics are subjected would also facilitate knowledge transfer as would increasing academics' use of ICT and ability to assess its effectiveness. as well as recognising that knowledge transfer during social interactions may ameliorate the lack of knowledge transfer in the more formal. technology-based environment.Originality/value - The paper identifies key attitudes of academics to transferring knowledge to colleagues in the changing work place at universities in which academics are expected to perform at a high level in diverse activities and use technology to maximise their efficiency and effectiveness. PU  - EMERALD GROUP PUBLISHING LTD PI  - BINGLEY PA  - HOWARD HOUSE. WAGON LANE. BINGLEY BD16 1WA. W YORKSHIRE. ENGLAND
407,Background: In medical education. a learner-centred approach is recommended. There is also a trend towards workplace-based learning outside of the hospital setting. In Australia. this has resulted in an increased need for General Practitioner (GP) supervisors who are receptive to using adult learning principles in their teaching. Little is known about what motivates Australian GP supervisors and how they currently teach.Methods: A qualitative study involving semi-structured interviews with 20 rural GP supervisors who work within one Regional Training Provider region in Australia explored their reasons for being a supervisor and how they performed their role. Data was analysed using a thematic analysis approach.Results: GP supervisors identified both personal and professional benefits in being a supervisor. as well as some benefits for their practice. Supervision fulfilled a perceived broader responsibility to the profession and community. though they felt it had little impact on rural retention of doctors. While financial issues did not provide significant motivation to teach. the increasing financial inequity compared with providing direct patient care might impact negatively on the decision to be or to remain a supervisor in the future.The principal challenge for supervisors was finding time for teaching. Despite this. there was little evidence of supervisors adopting strategies to reduce teaching load. Teaching methods were reported in the majority to be case-based with styles extending from didactic to coach/facilitator. The two-way collegiate relationship with a registrar was valued. with supervisors taking an interest in the registrars beyond their development as a clinician.Conclusion: Supervisors report positively on their teaching and mentoring roles. Recruitment strategies that highlight the personal and professional benefits that supervision offers are needed. Practices need assistance to adopt models of supervision and teaching that will help supervisors productively manage the increasing number of learners in their practices. Educational institutions should facilitate the development and maintenance of supportive supervision and a learning culture within teaching practices. Given the variety of teaching approaches. evaluation of in-practice teaching is recommended. PU  - BMC PI  - LONDON PA  - CAMPUS. 4 CRINAN ST. LONDON N1 9XW. ENGLAND
408,Introduction. This research carried out a comparative study between three countries severely impacted by the coronavirus based on the analysis of the reflections of teachers and students on university virtual teaching during the confinement stage. Methodology. This descriptive. exploratory and explanatory study applied surveys. between March and April 2020. to students and teachers of Journalism. Communication and Education at the Autonomous University of Barcelona (Spain). University of Turin (Italy). and Technical University of Machala (Ecuador). The survey had responses from 300 students (100 per country) and 196 teachers. Results. The majority of students negatively value the move to virtuality. since it is associated. regularly. with an increase in the teaching load. E-learning has contributed to negatively impacting the view of students on their trainers. while the latter demands basic digital skills in young university students. Discussion. According to the research results. teachers. in the scenario of remote training. must show knowledge not only about the content of the subject but also technological and digital-pedagogical knowledge. Conclusions. The teacher must be able to innovate. reflect and transform their didactic proposals to respond to the social demands that the world is experiencing during a health crisis while achieving the curricular objectives proposed at the beginning of the course. On the other hand. the surveyed teachers recognize that it is necessary to promote critical and reflective thinking linked to the strategic management of ICT. PU  - LABORATORIO TECNOLOGIAS INFORMACION {\&} NUEVOS ANALISIS COMUNICACION SOCIAL PI  - TENERIFE PA  - PIRAMIDE CAMPUS GUAJARA. LA LAGUNA. TENERIFE. 38200. SPAIN
409,The conception of training engineers having deep specific foreign languages knowledge has been developed and is introduced into the training process at Donetsk State Technical University during the last 5 years. In particular the conception provides the languages teaching load growth. special engineering faculties (French. English. German) establishment. introduction of a number of new disciplines (technical terms translation. business language) into the training process. getting certificates on special sublanguages through the international certificate centres. organisation of special linguistics practice when there is no possibility to have real foreign languages communication. fulfilment of scientific. research and methodics projects. At present the development of the methods of distance learning through the Internet channels is under discussion. PU  - UICEE. FACULTY ENGINEERING PI  - CLAYTON PA  - MONASH UNIVERSITY. CLAYTON. MELBOURNE VIC 3168. AUSTRALIA
410,"This research initiative was motivated by a reflective analysis of the deficiencies observed during the teaching-learning process. It aims to provide effective and efficient solutions to minimize. or better yet. eliminate these problems. The primary deficiencies observed were: a procedural deficit in students' key competencies. suitability of computer tools utilized in the teaching-learning process. and teachers' excessive teaching load. To address the first issue. an educational socialization approach was adopted by means of practical learning experiences in professional contexts. This type of experience is intended to foster students' vocational motivation. which is considered crucial to motivating their commitment to learning. An eclectic methodology is proposed based on a combination of three didactic proposals: academic tutoring. programmed teaching. and modular learning. Each learning approach comprises three stages: introduction. development and results.Firstly. the various development stages of the Teaching Innovation Project are described (preliminary actions. design of activities. implementation and reengineering), then. the results obtained are outlined. And lastly. the conclusions are presented. which confirm some of the hypotheses: modular learning proved to be a flexible methodology capable of adapting to different learning environments. whereas an excessively large number of participants greatly complicated work groups' internal functioning. Furthermore. this study identified students' preferences regarding computer applications to be incorporated into collaborative work. PU  - IATED-INT ASSOC TECHNOLOGY EDUCATION A{\&} DEVELOPMENT PI  - VALENICA PA  - LAURI VOLPI 6. VALENICA. BURJASSOT 46100. SPAIN"
411,"Applied Ergonomics is an example of flexibility in teaching and subject's adaptation to the Bologna Process. New challenges for Higher Education sometimes involve structural modification of subjects in order to keep up with the demands while maintaining the essence of it. This paper presents the analysis of the subject's transition, reduction of the teaching load. it has been given in English and using b-learning format. Pre and post-course questionnaires have been used to assess students' opinions and progress.The student profile of the course is a 4th year physiotherapy student with an elementary level of English and who had not previously taken any other course in a third language. like English. Students considered useful or very useful taking a course in English (improving speaking and writing skills) as well as the material used (handbook. activity templates. etc.). Students didn't rate positively the flexibility of a blended course since. to improve it. they suggest increasing the number of lessons and providing more detail in the written explanation of the activities.Teachers must reinforce the explanation of the course format. how to work with the uploaded material (including solved problems and everyday life examples) and encourage the involvement of students through more interactive on-line activities. We should consider the use social networks and provide more tools to solve the course activities and problems. exploring all the resources offered by the virtual environment. PU  - IATED-INT ASSOC TECHNOLOGY EDUCATION {\&} DEVELOPMENT PI  - VALENICA PA  - LAURI VOLPI 6. VALENICA. BURJASSOT 46100. SPAIN"
412,"The article touches upon the changes in roles within the academic profession in Russia arising from the education and science reform. The analysis is made through the example of the National Research University Higher School of Economics (HSE). Both quantitative and qualitative data is used to suggest a typology of faculties based on their work time allocation. The typology includes five types of faculties: teacher researchers. teachers. researchers. ""universal soldiers"". and experts. Each type displays different levels of satisfaction with their work time budget: those who do a lot of teaching and administrative work tend to be less satisfied. This can be explained by the changes in the system of faculty certification in Russia and by how academic staff respond to those changes. Interview results are used to highlight the typical work time allocation problems faced by faculties. These include a low degree of freedom to manage one's own work time. the lack of boundary in work-life balance. excessive teaching load. an increase in unscheduled tasks. and the problem of delegating workloads which require high research and management skills. PU  - NATL RES UNIV HIGHER SCH ECONOMICS PI  - MOSCOW PA  - MYASNITSKAYA 20. MOSCOW. 101000. RUSSIA"
413,The exceptional situation generated by the global pandemic COVID-19 has forced the massive use of digital tools at all educational levels. evidencing both mismatches in the teaching load for teachers and students in their adaptation. as well as the need to observe in more detail the learning process that students follow. This work makes a first exploration of the changes in the digital uses of students as they move from face-to-face teaching with the support of the virtual campus to the online one. according to the records or traces that remain when accessing virtual resources. The case study is contextualized in the subject Industrial Organization of the second semester of the 2020 academic year. and describes typologies and patterns of different uses before and after the declaration of the state of national alarm. with a differentiated effect. being the students in quartile Q1 of the distribution who more reactivate their digital activity. they see an opportunity to re-engage in online teaching. elements that serve as a guide for a future eventuality. PU  - UNIV BARCELONA. RES GROUP EDUC {\&} VIRTUAL LEARNING. DIGITAL EDUC OBSERVATORY PI  - BARCELONA PA  - PASSEIG DE LA VALL D HEBRON. 171. BARCELONA. 08035. SPAIN
414,This paper considers the problem of assigning faculty to courses at a university. Traditional operations research methods emphasizing the use of mathematical models suffer several shortcomings. including poor handling of qualitative data. undue abstraction from the problem. difficulty of problem formulation. and the combinatorial problem. This paper presents a knowledge-based system (KBS) approach to the faculty-course assignment problem that is believed to offer advantages over previous mathematical scheduling methods. A variety of criteria such as course preferences by faculty. scheduled course offerings. faculty teaching load and maximum number of days an instructor teaches per week are considered in developing the model. This KBS was applied to a department in a major university. and real-world faculty-course assignment examples were used to illustrate the model's potential. The KBS's recommendations were subsequently validated by the course coordinators. The system demonstrates that KBSs can be an effective tool for faculty-course scheduling. PU  - PERGAMON-ELSEVIER SCIENCE LTD PI  - OXFORD PA  - THE BOULEVARD. LANGFORD LANE. KIDLINGTON. OXFORD. ENGLAND OX5 1GB
415,Though related to a specific concept in transition. the theme of this article is part of a more global reflection on inclusive education. With special education teachers and students being reintegrated into the regular classroom. the concept of coeducation has been in the spotlight in recent years. The objective of this article is to put the effectiveness and framework conditions of coeducation in perspective and to bring out the research perspectives needed to support or refute current guidelines for the implementation of inclusive coeducation. We will first position the problem in the Swiss context. and then define the key concepts of co-education in relation to the intensity of methods of sharing the teaching load. We will then present the results of several related studies on the effectiveness of coeducation in terms of school results and student behaviour. along with the benefits perceived by the students and teachers. We will then show the framework conditions recommended by different authors for putting coeducation in place in the classroom. PU  - ASSOC CANADIENNE EDUCATION LANGUE FRANCAISE-ACELF PI  - QUEBEC PA  - 268 RUE MARIE INCARNATION. QUEBEC. QC G1N 3G4. CANADA
